"","Row_id","name","screen_size","specifications","model","price","rating","reviews"
"250",250,"Dell - Inspiron","15.6","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX130 - 1TB + 8GB Hybrid Hard Drive - Platinum Silver","I7570-7224SLV-PUS",899.99,4,1
"251",251,"HP - ProBook","15.6","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black","V1P80UT",1379.99,5,2
"252",252,"Acer - TravelMate","11.6","Laptop - Intel Celeron - 4GB Memory - 128GB Solid State Drive - Black","TMB117MC9GH",314.99,4.5,6
"253",253,"HP - Pavilion x360 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver And Ash Silver","15-CR0077NR",789.99,5,1
"254",254,"ASUS -","15.6","4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB HDD + 256GB SSD - Metal Gold","N580VDDS76T",1199.99,1.5,2
"255",255,"Acer - R 11 2-in-1","11.6","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - White","CB5-132T-C9KK",164.99,4.6,1435
"256",256,"HP -","15.6","Laptop - AMD E2-Series - 4GB Memory - AMD Radeon R2 - 500GB Hard Drive - HP Finish In Smoke Gray And Ash Silver","15-DB0010NR",375.99,4,2
"257",257,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 512GB SSD (Latest Model) - Silver","13364948",2599.99,4,1
"258",258,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Sky Blue","14-ak060nr",279.99,4.4,79
"259",259,"Lenovo - Yoga Book C930 2-in-1","10.8","Touch-Screen Laptop - Intel Core i5 - 4GB Memory - 256GB Solid State Drive - Iron Gray","ZA3S0058US",1049.99,5,1
"260",260,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i9 - 16GB Memory - AMD Radeon Pro 555X - 1TB SSD (Latest Model) - Silver","13364953",3499.99,5,1
"261",261,"ASUS -","13.3","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Icicle Gold","UX331UADS71",888.99,5,1
"262",262,"Wacom - MobileStudio Pro","13.3","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","DTHW1320H",2199.99,5,1
"263",263,"Wacom - MobileStudio Pro","13.3","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Black","DTHW1320L",1499.99,2.5,2
"264",264,"Acer - Switch 5 2-in-1","12","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","SW5125255YD",779.99,1,1
"265",265,"Acer - Aspire 3","15.6","Laptop - Intel Core i3 - 4GB Memory - 1TB Hard Drive - Blue Stone","A31551361T",433.99,2,1
"266",266,"Dell -","11.6","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black","CRM318083C80",224.99,2.5,2
"267",267,"Apple - Macbook® -","12","Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Latest Model) - Rose Gold","MNYN2LL/A",1599.99,4.9,54
"268",268,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - HP Finish In Snow White With A Brushed Pattern","14-CA030NR",249.99,4.5,2
"269",269,"ASUS - VivoBook 15","15.6","Laptop - Intel Core i7 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Dark Brown, Gold","X540UADB71",687.99,1,1
"270",270,"Alienware -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 128GB Solid State Drive - Silver","AW15R3-7376SLV-PUS",1799.99,4.5,256
"271",271,"Acer - Predator Helios 300","15.6","Laptop - Intel Core i7 - 16GB Memory-NVIDIA GeForce GTX 1060-1TB HD+256GB Solid State Drive - Black","G357272YF",1399.99,3,5
"272",272,"ASUS - ROG Strix GL702ZC","17.3","Laptop - AMD Ryzen 7 - 16GB Memory - AMD Radeon RX 580 - 1TB Hard Drive + 256GB SSD - Metallic Black","GL702ZCWB74",1463.99,5,3
"273",273,"ASUS - Strix GL504GS","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black","GL504GSDS74",1999.99,5,1
"274",274,"HP - Pavilion x360 2-in-1","14","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silk Gold, HP Finish In Natural Silver","14-BA110NR",702.99,3.8,6
"275",275,"HP -","14","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray","14-CA070NR",299.99,4.5,240
"276",276,"ASUS - VivoBook Flip 14 TP410UA 2-in-1","14","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Star Gray","TP410UADS71T",799.99,5,1
"277",277,"Google - Pixelbook","12.3","Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silver","GA00123-US",1199,4.6,45
"278",278,"Acer -","15.6","Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black","C9103916",414.99,4.5,11
"279",279,"ASUS - TUF Gaming","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive","FX504GDRS51",799.99,4,1
"280",280,"HP -","17.3","Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Finish In Jet Black With A Maglia Pattern","17-BY0020NR",619.99,4.7,9
"281",281,"ASUS - ZenBook UX430UA","14","Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Concentric Circle Gray Metallic","UX430UADH74",1020.99,3.9,7
"282",282,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum black","MSI GS73VR-STEALTH PRO-225",1699.99,4.4,8
"283",283,"Microsoft - Surface","13.5","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive (First Generation) - Cobalt Blue","DAJ-00061",1299,4.6,54
"284",284,"HP -","17.3","Laptop - Intel Pentium Silver - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver","17-BY0055NR",529.99,4.7,6
"285",285,"ASUS - VivoBook F542UA","15.6","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Silver, Dark Gray","F542UADB71",749.99,4.5,2
"286",286,"Razer - Blade Pro","17.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 512GB SSD - Black","RZ09-01663E52-R3U1",3999.99,3.5,4
"287",287,"HP - ProBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","1BS00UT",1031.99,5,1
"288",288,"HP -","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Ash Silver Vertical Brushed Pattern","15-DA0030NR",629.99,4.3,3
"289",289,"Dell - Inspiron","15.6","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver","I55705606SLV",679.99,3.3,3
"290",290,"Lenovo - Star Wars Special Edition Rebel Alliance - Yoga 910 2-in-1","13.9","Laptop - Intel Core i7 - 8GB Memory - 256GB SSD - Silver","80VG004AUS",1039.99,4.3,30
"291",291,"ASUS - ZenBook 3 Deluxe UX490UA","14","Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Royal blue","UX490UAXH74BL",1399.99,5,1
"292",292,"ASUS - ZenBook S UX391UA","13.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Deep Dive Blue","UX391UAXB74T",1443.99,5,1
"293",293,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black","GS73 STEALTH-012",1999.99,5,1
"294",294,"MSI -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive - Matte Black With Gold Diamond Cut","GS65 STEALTH THIN-051",1803.99,4.3,3
"295",295,"Apple - Macbook® -","12","Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage (Latest Model) - Silver","MNYH2LL/A",1299.99,4.8,646
"296",296,"Apple - Macbook® -","12","Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Latest Model) - Gold","MNYL2LL/A",1599.99,4.9,54
"297",297,"Microsoft - Microsoft Surface Laptop –","13.5","Touchscreen - Intel Core i7 – 16GB Memory – 512GB Solid State Drive (First Generation) - Cobalt Blue","DAL-00055",1899,4.3,10
"298",298,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 128GB Solid State Drive - Black","GE72MVR062",1709.99,4.5,102
"299",299,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Snow White With A Brushed Pattern","14-CA050NR",299.99,4.5,10
"300",300,"Dell -","11.6","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Black","CRM3180RH02N",258.99,5,1
"301",301,"MSI - GE73VR Raider","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 2 x 512GB SSD - Aluminum Black","GE73VR066",2299.99,5,1
"302",302,"Alienware - R3","13.3","Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive - Silver","BBY-8C0TGFX",1389.99,3.5,4
"303",303,"MSI - GT Series Titan","18.4","Laptop - Intel Core i7 - 32GB Memory - Dual NVIDIA GeForce GTX 1080 - 1TB HDD + 1.024TB SSD - Aluminum Black","GT83 TITAN-027",5554.99,4,1
"304",304,"Apple - Macbook® -","12","Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Latest Model) - Silver","MNYJ2LL/A",1599.99,4.9,54
"305",305,"MSI -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Black","GP63 LEOPARD-041",1299.99,4,1
"306",306,"ASUS - VivoBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Chocolate Black/Gold","X540UADS51",574.99,3.7,3
"307",307,"Dell - 2-in-1","11.6","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Black","CRM3189DP1T3",358.99,4.5,2
"308",308,"MSI -","15.6","4K Ultra HD Laptop - Intel Core i7 - 32GB Memory - NVIDIA Quadro P4200 - 2TB HDD + 512GB SSD - Aluminum Black","WS63 8SL-015",3599.99,5,1
"309",309,"MSI - GS Series Stealth Pro","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB HDD + 256GB SSD - Aluminum black","GS63VR STEALTH-252",1472.99,4.6,728
"310",310,"HP - ProBook","15.6","Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black","1BS16UT",879.99,5,2
"311",311,"Acer -","15.6","Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive - Black","AN515-53-70AQ",949.99,4.5,2
"312",312,"MSI -","15.6","Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1070 - 512GB Solid State Drive - Matte Black With Gold Diamond Cut","GS65 STEALTH THIN-053",2499.99,4.3,3
"313",313,"HP - OMEN","15.6","Laptop - Intel Core i5 - 12GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Shadow Black","15-DC0010NR",979.99,1,1
"314",314,"Dell - 2-in-1","11.6","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Black","CRM3189T8TJG",395.99,4,1
"315",315,"Acer -","14","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver","CB3-431-C5EX",284.99,4.5,1057
"316",316,"Lenovo - IdeaPad","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Platinum Gray","81F5000EUS",775.99,3.3,3
"317",317,"Microsoft - Surface Pro –","12.3","Touch-Screen – Intel Core i7 – 16GB Memory - 1TB Solid State Drive (Fifth Generation) - Silver","FKK-00001",2499,4.6,36
"318",318,"ASUS -","13.3","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black","C300SADH02",218.99,4.2,19
"319",319,"Apple - Macbook® -","12","Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Latest Model) - Space Gray","MNYG2LL/A",1599.99,4.9,54
"320",320,"ASUS -","17.3","Laptop - Intel Pentium - 8GB Memory - 1TB Hard Drive - Black","X751NADS21Q",499.99,4.3,8
"321",321,"Microsoft - Surface Laptop -","13.5","- Intel Core i5 - 4GB Memory - 128GB Solid State Drive - With Mouse (First Generation) - Platinum","JRR-00001",1149,4.5,144
"322",322,"ASUS - VivoBook Flip 14 TP401CA 2-in-1","14","Touch-Screen Laptop - Intel Core m3 - 4GB Memory - 64GB eMMC Flash Memory - Light Gray","TP401CADHM4T",399.99,2.5,2
"323",323,"Acer - Swift 3","14","Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive - Sparkly Silver","SF3145171UU",723.99,5,2
"324",324,"Lenovo -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - Black","80VR001BUS",1499.99,4.5,2
"325",325,"Lenovo - Flex 6-14IKB 2-in-1","14","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Onyx Black","81EM0008US",801.99,5,2
"326",326,"Microsoft - Microsoft Surface Laptop –","13.5","Touch Screen - Intel Core i7 – 16GB Memory – 512GB Solid State Drive (First Generation) - Burgundy","DAL-00037",1899,4.3,10
"327",327,"Dell -","13.3","Chromebook - Intel Celeron - 4GB Memory - 32GB Solid State Drive - Black","CRM3380VNPVR",329,5,1
"328",328,"HP -","15.6","Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 1TB Hard Drive - HP Finish In Maroon Burgundy","NAE-HP-15-DB0075NR",439.99,5,1
"329",329,"Samsung - Notebook 9 Pro","15","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - AMD Radeon 540 - 128GB Solid State Drive - Titan Silver","NP940X5M-X02US",1199.99,3.5,2
"330",330,"Lenovo - Yoga 920 2-in-1","13.9","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Platinum","80Y70012US",1429.99,4.5,361
"331",331,"Razer - Blade Pro","17.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 1TB SSD - Black","RZ09-01663E53-R3U1",4399.99,3.5,11
"332",332,"Acer - R 13 2-in-1","13.3","Touch-Screen Chromebook - MT8173 - 4GB Memory - 64GB eMMC Flash Memory - Sparkly silver","CB5312TK40U",417.99,4.2,6
"333",333,"HP -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1080 - 1TB Hard Drive + 256GB Solid State Drive - Shadow Black, Aluminum Cover Finish","17-AP020NR",2322.99,5,1
"334",334,"Microsoft - Microsoft Surface Laptop –","13.5","Touchscreen - Intel Core i7 – 16GB Memory – 512GB Solid State Drive (First Generation) - Graphite Gold","DAL-00019",1899,4.3,10
"335",335,"Dell - G3","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive - Black","G3579-5958BLK-PUS",809.99,3.5,2
"336",336,"Dell - Inspiron","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 256GB SSD - Matte Black","I7577-5265BLK-PUS",979.99,4.5,8
"337",337,"Acer - Chromebook","14","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver","CB3431C7VZ",329,3,2
"338",338,"Acer - Nitro 5","15.6","Laptop - AMD Ryzen 5 - 8GB Memory - AMD Radeon RX 560X - 256GB Solid State Drive - Shale Black","AN515-42-R5GT",719.99,4.3,32
"339",339,"HP -","15.6","Laptop - AMD A9-Series - 4GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver","NAE-HP-15-DB0074NR",439.99,2,3
"340",340,"CyberPowerPC - Tracer III","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Solid State Drive - Black","TVR15900",1479.99,4.4,7
"341",341,"Apple - MacBook Pro -","15.4","Display - Intel Core i7 - 16GB Memory - AMD Radeon Pro 560 - 1TB Solid State Drive - Space Gray","Z0UC0002W",3199.99,5,1
"342",342,"Acer - Predator 17","17.3","4K Ultra HD Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 512GB SSD + 1TB HDD - Black","GX79277BL",2999.99,5,1
"343",343,"HP -","13.3","Chromebook - Intel Pentium - 4GB Memory - 32GB eMMC Flash Memory - Silver","W0S99UT#ABA",520.99,4.5,10
"344",344,"HP -","15.6","Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 1TB Hard Drive - HP Finish In Twilight Blue And Ash Silver","15-DB0073NR",421.99,5,1
"345",345,"Lenovo - ThinkPad X1 Tablet (2nd Gen) 2-in-1","12","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black","20JB002LUS",1799.99,5,1
"346",346,"HP - ProBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black","V1P79UT",1176.99,5,1
"347",347,"HP -","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - HP sand blast in mineral silver and natural silver","15-CC010NR",724.99,4.5,2
"348",348,"Dell - Inspiron","15.6","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - AMD Radeon R7 M445 - 1TB Hard Drive - Gray","BBY-513YMFX",899.99,3.3,4
"349",349,"Lenovo - N42-20 Touch","14","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black","80VJ0000US",269.99,2,1
"350",350,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black","GS73 STEALTH-016",2299.99,2.3,3
"351",351,"Dell - Latitude","14","Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Black","LATI7480TFJ45",1846.99,5,2
"352",352,"Dell - Latitude","15.6","Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black","LATI5580UT6YG7",1079.99,4.7,3
"353",353,"Dell - Latitude","14","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black","LATI7480VX8DR",1715.99,5,1
"354",354,"Lenovo - 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Onyx black","80XB0002US",799.99,5,1
"355",355,"GIGABYTE -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 512GB Solid State Drive - Black","15W V8-BK4",1994.99,5,1
"356",356,"MSI -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 256GB Solid State Drive - Aluminum Black","GE63 RAIDER RGB-010",1999.99,5,1
"357",357,"Samsung - Notebook Odyssey","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 128GB SSD - Black Knight","NP800G5M-X01US",1199.99,4,1
"358",358,"Lenovo -","15.6","4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 960M - 1TB HDD + 512GB Solid State Drive - Black","80NV00W6US",1699.99,3.7,3
"359",359,"Dell -","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - Black","I75775241BLK",983.99,5,1
"360",360,"HP - ProBook","15.6","Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Silver","2ST02UT",620.99,5,1
"361",361,"MSI -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 256GB Solid State Drive - Matte Black With Gold Diamond Cut","GS65 STEALTH THIN-054",2120.99,5,2
"362",362,"HP - EliteBook","14","Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver","1GE45UT",1837.99,3,1
"363",363,"MSI - WS63 8SJ","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA Quadro P2000 - 512GB Solid State Drive - Aluminum Black","WS63 8SJ-019",2099.99,5,1
"364",364,"HP -","13.3","Chromebook - Intel Core m7 - 16GB Memory - 32GB eMMC Flash Memory - Silver","W0T02UT#ABA",1129.99,5,1
"365",365,"ASUS -","14","Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive - Gray","B9440UAXS51",999.99,5,1
"366",366,"Acer -","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 256GB Solid State Drive - Black","AN5155156U0",799.99,5,1
"367",367,"Acer - Aspire R 15 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Steel Gray","R5571TG57YD",799.99,2,18
"368",368,"ASUS - VivoBook","15.6","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Dark Gray/Silver","F542UADH71",799,3.3,3
"369",369,"HP - ProBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","W2A17UT",1089.99,2.5,2
"370",370,"Lenovo - Yoga C930 2-in-1","13.9","Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 256GB Solid State Drive - Iron Gray","YOGA C930 14 - 81C4000HUS",1299.99,4.8,5
"371",371,"Acer - Predator 15","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 256GB SSD + 1TB HDD - Black","G959371EH",1791.99,5,1
"372",372,"ASUS","15.6","Laptop with Intel® Centrino® Processor Technology - Black/Orange","G50Vm-X1",1249.99,4.7,46
"373",373,"Alienware - R3","17.3","Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 256GB Solid State Drive - Epic Silver","AW17R37092SLV",1899.99,4.4,25
"374",374,"Samsung -","15.6","Laptop - 4GB Memory - 320GB Hard Drive - Black/Silver","NP-RV510-A03US",349.99,4.2,23
"375",375,"ASUS","17.1","Laptop with Intel® Centrino® Processor Technology","G70S-X1",2099.99,4.6,5
"376",376,"MSI - GS40 Phantom","14","Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Aluminum Black","GS40 PHANTOM-001",1599.99,4.3,4
"377",377,"HP - ProBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black","W0S81UT",899.99,4.1,9
"378",378,"ASUS - ROG","17.3","Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce GTX 1080 - 2TB Hybrid Hard Drive + 512 SSD - Silver","G703GIXS98K",3699.99,5,1
"379",379,"Acer - Aspire Ultrabook","14","Laptop - 4GB Memory - 500GB Hard Drive + 20GB SSD","M5-481T-6642",656.99,5,1
"380",380,"HP - EliteBook Folio 9480m","14","Laptop - Intel Core i5 - 4GB Memory - 256GB Solid State Drive - Platinum","j5p78ut",1299.99,2.5,2
